,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
20,5.79468,7.694649,6.512859,4.9366717,5.3674383,4.2943306,5.6902375,6.6868005,4.5301933,3.83614,3.4055398,3.6878476,4.487033,4.388978,4.405744,4.7857547,4.4366136,5.974163,5.1853924,4.6828365,5.817987,5.212742,4.1322794,5.6922116,5.673635,4.713545,5.7501,6.208672,4.9015255,5.4122276,4.152754,4.8027763,5.437394,4.485478,3.3084474,7.0413165,4.72201,5.6024723,5.126977,6.4027643,5.973232,3.275069,5.77342,4.4714875,4.4057355,4.744959,4.190768,4.596868,4.9880857,4.754208,5.31133,5.3327684,4.8281965,4.680956,6.0894823,4.922455,6.5606384,5.748962,5.0355687,5.3058987
21,3.222712,4.3163357,4.227253,4.6069417,6.1101146,2.6203332,5.530322,6.6713567,4.505745,3.814889,4.6651306,3.5625837,4.457788,4.6418314,4.309113,5.100779,4.229644,6.4201174,5.3002167,4.653712,5.793032,5.2059712,4.237689,5.480799,5.776388,4.879185,5.743205,6.1131015,4.7659545,5.1639585,3.373418,4.383963,5.642189,4.268268,3.107038,7.2278605,4.349173,5.826191,5.0605254,6.2062807,6.1143055,3.6079118,5.597995,4.1981874,3.9498844,5.155708,3.709581,4.503345,4.8495326,4.789897,5.2978125,5.6165905,4.5111957,4.7541556,5.90752,4.485079,6.7669907,5.9014826,5.20439,5.3800597
22,2.9501336,5.030522,4.3737617,4.557767,6.727273,2.2559538,5.79999,6.607111,4.538216,3.7159054,4.9014473,3.664946,4.4204893,4.693165,4.3195076,5.163644,4.2184124,6.4239626,5.3007603,4.7105513,5.841686,5.2870345,4.2403216,5.515999,5.7863955,4.868689,5.747596,6.098319,4.7870855,5.212255,3.2682219,4.2931714,5.724364,4.3191175,3.1386673,7.2293806,4.370631,5.870628,4.9919477,6.254229,6.1238723,3.5943193,5.5582156,4.2004356,3.9289424,5.164177,3.6952655,4.53688,4.9438987,4.837739,5.3626657,5.652037,4.587141,4.653342,5.923747,4.4787183,6.8278913,5.9748516,5.1907606,5.392306
23,1.075584,6.116357,5.26361,4.5732174,6.129741,2.8911197,5.6763844,7.003806,4.526772,3.7160451,4.823941,3.5661995,4.275777,4.61047,4.4232607,5.0292635,4.067286,6.404276,5.233628,4.832156,5.8409753,5.3834043,4.1299114,5.511934,5.8838844,4.7863946,5.56639,6.2207284,4.6927814,5.268896,3.3070028,4.3087626,5.7658386,4.1819735,3.1692924,7.3871574,4.4611106,5.8522205,5.296483,6.46984,6.0068874,3.4420526,5.539525,4.2529883,3.864271,5.132897,3.8356378,4.6314163,4.987287,4.587721,5.364762,5.6286345,4.7180986,4.8083153,5.861781,4.49363,6.8416996,5.928692,5.2507577,5.370577
24,3.423805,4.204637,4.690285,4.5428596,6.295814,2.5868514,5.657453,6.643231,4.470562,3.7927947,4.636545,3.649937,4.447896,4.6911426,4.367146,5.1281023,4.3215423,6.4474406,5.292157,4.672596,5.792864,5.257254,4.225757,5.550418,5.7452874,4.901459,5.7488685,6.0705,4.8362126,5.169185,3.418728,4.4532857,5.6333566,4.286394,3.1813848,7.22945,4.3729215,5.8461437,5.040286,6.2204695,6.053143,3.529514,5.6120834,4.185701,4.0009847,5.0958223,3.7854707,4.551969,4.864476,4.809247,5.2915883,5.6080856,4.5339026,4.7397604,5.8890886,4.5700626,6.7516108,5.9996843,5.1226516,5.3455796
25,5.3554244,9.564716,5.796042,4.7497525,6.901346,3.1974766,6.1959505,6.5613527,4.5695333,3.437705,4.0200744,4.075182,4.43983,4.5227246,4.4170055,4.922818,4.2562504,5.8616514,5.210208,4.872115,6.0570226,5.386226,4.165143,5.830499,5.7082453,4.6547036,5.8239694,6.1510606,4.9018207,5.5653424,3.788986,4.5131383,5.699906,4.7481437,3.3367462,6.959196,4.8254075,5.732625,4.8340015,6.4654226,6.1439724,3.36261,5.6343746,4.51053,4.406828,4.817618,4.0652666,4.564016,5.286707,5.0373497,5.5621467,5.4276547,5.0645475,4.3037024,6.172804,4.839943,6.728659,5.8670783,5.0961967,5.4444747
26,6.9622803,8.980848,7.3354406,4.84108,5.413177,4.900675,6.0008583,6.539025,4.549558,3.917606,3.0510862,3.677297,4.386461,4.297369,4.454196,4.7003365,4.5920486,5.932971,5.1644855,4.7152977,5.781118,5.279987,4.1074567,5.7446475,5.6722317,4.768204,5.759398,6.2974563,4.975443,5.445076,4.450405,4.908443,5.3623505,4.4397326,3.3703163,7.101957,4.811674,5.5590963,5.17677,6.5406094,5.77448,3.069282,5.8584843,4.501099,4.479834,4.590327,4.432128,4.723125,5.00946,4.658132,5.2533345,5.239632,4.925848,4.7014995,6.1453466,5.081614,6.5234942,5.792407,4.9023695,5.2376447
27,3.2189724,10.968111,7.1802015,5.8015876,4.6878686,5.321736,5.202297,7.5161805,4.547524,3.6806955,2.8743474,3.510551,4.627092,4.1092176,4.5186567,4.418653,3.7773263,5.637334,5.0009055,4.800103,5.909195,5.1973176,3.8809688,5.812107,5.813319,4.4633546,5.440131,6.3630385,4.6267176,5.715843,4.3192635,4.995977,5.4475255,4.5866284,3.338922,7.1195,5.1038036,5.2769794,5.626069,6.6327763,6.113351,3.1699083,5.55941,4.6928353,4.458391,4.7308373,4.2615647,4.5239024,5.045823,4.3506026,5.3064284,5.300914,5.0634995,4.743852,6.11172,4.9201827,6.49138,5.258294,5.342148,5.4853787
28,4.917866,3.779318,5.8862314,4.4306345,5.045699,3.9883516,5.517927,6.675316,4.432527,4.1283703,3.8525038,3.422661,4.3975472,4.5406427,4.404499,4.9555836,4.578615,6.4566073,5.254612,4.5549517,5.6156354,5.168734,4.1801615,5.494385,5.691686,4.958533,5.7234325,6.161122,4.9127164,5.0818515,3.9302995,4.778382,5.376506,4.114239,3.2216365,7.274017,4.382448,5.722682,5.255032,6.257171,5.779195,3.3161335,5.8139396,4.1980696,4.1234617,4.904888,4.078355,4.6516786,4.661891,4.5984206,5.083127,5.4519157,4.4466667,5.0098333,5.866937,4.777122,6.576897,5.9520206,4.970834,5.1937757
29,3.8409557,3.2278006,5.444423,5.352154,5.509264,3.2402003,5.010747,7.0133033,4.4320917,4.076832,3.779387,3.3095903,4.7968864,4.5540013,4.3650846,4.9775085,4.182211,6.4413137,5.161311,4.3202105,5.5995665,4.9571195,4.0783887,5.5129843,5.6349783,4.8784423,5.6440983,5.996949,4.813645,5.168703,3.8505492,4.9611487,5.3104577,4.262992,3.230186,7.1723304,4.434592,5.446752,5.3097224,5.9993463,6.109901,3.5104096,5.6046224,4.1957183,4.134327,5.0551224,3.7766676,4.431913,4.4553504,4.536862,4.973945,5.58899,4.2092767,4.9319425,5.8271565,4.6744156,6.4800797,5.613875,5.1669955,5.357555
30,1.4529891,5.6063647,6.452811,4.320645,5.5592856,3.4630802,5.8516216,6.8149533,4.608681,4.0656343,4.6863523,3.315891,4.053008,4.559257,4.3589716,5.04399,4.4343038,6.602373,5.263905,4.7286577,5.620727,5.3600125,4.1739287,5.286663,5.8696556,4.8592443,5.5554314,6.3430557,4.783752,5.085387,3.5187967,4.3206596,5.635035,3.8819854,3.1300156,7.4947543,4.2581453,5.907208,5.416829,6.5400567,5.695734,3.3196125,5.7671356,4.1849904,3.7729216,5.0624127,3.9952745,4.805619,4.843065,4.4163995,5.2269177,5.5546904,4.592594,5.072627,5.8086886,4.5520296,6.816525,6.0589375,5.080334,5.137152
31,4.6613336,9.223129,5.44278,4.9770484,0.8788221,7.773541,3.8895743,8.194722,4.4068046,3.8609152,2.2194593,3.1193519,4.6064677,3.6516914,4.399356,3.8427193,3.347605,5.099595,5.0495105,4.929464,6.0564313,4.9065356,3.9122877,5.622758,6.0175166,4.319386,5.4148917,6.698611,4.128888,5.667401,4.3585935,4.887592,5.3844104,4.499765,2.938163,7.053471,5.198954,5.205585,5.974245,6.637002,6.3353834,3.445707,5.6329517,4.9198895,4.4680033,4.8361683,4.206948,4.1810727,5.0096664,4.28667,5.389705,5.0774245,5.188592,5.12156,6.2107086,4.623914,6.4010696,4.647374,5.8435025,5.7327743
32,7.7353044,9.629586,3.6262712,4.7242537,5.3444004,5.0160127,5.5473337,6.7889247,4.18328,3.168287,3.0467305,4.319535,4.589107,4.3175206,4.7623024,4.482293,3.9889035,5.437058,5.1898146,5.2832823,6.353184,5.5662827,4.074871,6.4010677,5.832876,4.802667,5.858733,6.1997538,4.7695837,5.790129,4.1563725,4.8353996,5.6910343,4.9156146,3.4436316,7.065751,5.347266,5.676837,4.948075,6.6551,6.17189,3.0791154,5.4506903,4.6501775,4.6804147,4.568291,4.4617276,4.499595,5.5312243,5.045644,5.626495,5.226829,5.48877,4.248206,6.3214307,5.067487,6.6335096,5.738205,5.1591067,5.727861
33,4.710368,3.9929674,6.728968,5.327197,4.6855836,4.1883936,5.0873137,6.875016,4.524964,4.3402376,3.3047779,3.138268,4.6242785,4.414289,4.3032885,4.8807883,4.509227,6.423507,5.166074,4.2553387,5.442493,4.9119267,4.104817,5.359933,5.6055107,4.8408,5.6407795,6.146675,4.893087,5.093692,4.2159123,5.034807,5.1621695,4.093031,3.2132092,7.173119,4.360204,5.4447155,5.412917,6.1100116,5.8742914,3.3765588,5.8503647,4.249652,4.189331,4.901954,4.004599,4.5663157,4.4101586,4.417132,4.9115343,5.432272,4.215883,5.1175337,5.8538284,4.808021,6.4113555,5.635874,5.0276904,5.1536627
34,4.620603,9.318926,5.416712,4.980105,0.9904144,7.692992,3.9202344,8.170227,4.404161,3.8346403,2.247673,3.1513422,4.611968,3.6698658,4.4078393,3.8597443,3.349965,5.1020937,5.0497108,4.9377937,6.067663,4.921661,3.91269,5.6449265,6.012651,4.3223763,5.421279,6.6825037,4.142001,5.677946,4.345589,4.885778,5.396084,4.5177855,2.9526038,7.049452,5.20769,5.212693,5.950842,6.6367645,6.341427,3.4414678,5.6218514,4.9172745,4.4744554,4.832905,4.205586,4.184405,5.025988,4.3051724,5.399857,5.084598,5.19776,5.094019,6.2133245,4.632309,6.407565,4.6669593,5.833556,5.7370896
35,0.5060785,8.68896,6.520093,6.2159634,8.424752,1.2541502,5.9078007,6.980349,4.5504746,3.2404764,4.4870605,4.1967707,4.7781515,4.896997,4.5337896,5.312771,4.10891,6.2524734,5.084198,4.633318,5.918851,5.3919992,4.026492,5.935531,5.5422244,4.539195,5.629762,5.7427716,5.071565,5.605275,3.5152106,4.736061,5.726387,4.7866044,3.6241207,6.948718,4.712659,5.656939,4.8419776,6.2358155,6.3489723,3.394766,5.409729,4.373299,4.3459415,4.916524,3.7959762,4.585953,5.130349,4.966894,5.4845943,5.691291,4.7495193,4.196655,5.918543,4.9,6.6872873,5.999496,5.0209365,5.362649
36,6.9262395,6.1392975,4.36541,4.7699475,0.51427245,6.94119,3.5850184,7.695424,4.3426867,3.571661,2.3662615,3.5814855,4.785484,3.821307,4.3202486,3.9684343,3.5250916,4.9378753,5.1581416,4.934976,6.2188277,4.7963023,4.0771766,5.7608356,5.8585143,4.2501435,5.6629276,6.4823194,4.2548003,5.6530266,4.220691,4.860188,5.4124956,4.9149084,2.927142,6.6901703,5.157748,5.3554525,5.5066075,6.3516846,6.6013775,3.7190998,5.693557,4.964929,4.7454057,4.831029,4.04866,3.9626217,5.1402564,4.848431,5.586432,5.039794,5.186559,4.839235,6.278733,4.6553826,6.3750257,4.7661414,5.8154044,5.7773094
37,7.1824503,9.6016865,3.2552118,4.851865,5.4465785,4.683679,5.4480476,6.884839,4.191652,3.075228,3.214104,4.3626447,4.641149,4.350323,4.7444806,4.510799,3.866992,5.40575,5.185947,5.2882986,6.398817,5.5519366,4.0721726,6.4030385,5.8371253,4.7443647,5.844213,6.1635084,4.7277,5.8199806,4.014861,4.777007,5.7469945,4.9849086,3.4271421,7.0164285,5.3464217,5.6811004,4.920664,6.6163845,6.288429,3.1633794,5.395118,4.666199,4.6681376,4.6327753,4.35845,4.4359884,5.561459,5.0978613,5.6834826,5.269241,5.491357,4.1916523,6.313366,5.0007854,6.6576657,5.6961665,5.236305,5.77674
38,7.2505946,6.3945923,4.7633233,4.7271132,1.0618384,6.7550654,3.826626,7.514948,4.3536057,3.5935717,2.3625393,3.6465766,4.7437673,3.8897831,4.3479824,4.061436,3.6854045,5.0412855,5.162691,4.9145923,6.178509,4.863044,4.0877023,5.790649,5.819576,4.314394,5.697611,6.4415097,4.367489,5.635954,4.283518,4.8865547,5.4015465,4.8833556,3.0004604,6.71857,5.130023,5.390325,5.4266167,6.370084,6.505449,3.6279747,5.725894,4.916707,4.748545,4.773647,4.1200128,4.0548544,5.143338,4.868698,5.5606875,5.0481668,5.169176,4.7939143,6.2747808,4.739639,6.384141,4.9064693,5.683306,5.7098446
39,5.556416,9.69867,4.6233153,4.6506157,6.615079,3.3720984,6.0959334,6.6317163,4.535256,3.3797004,4.0965767,4.061951,4.4353786,4.4609995,4.4292607,4.8307576,4.088858,5.767799,5.225922,4.991957,6.150711,5.423276,4.165256,5.8640447,5.799272,4.671933,5.816332,6.2126365,4.780903,5.612503,3.6796582,4.4208636,5.77561,4.7731705,3.2708368,6.9935546,4.8986197,5.7469635,4.864873,6.5266595,6.2057967,3.3958042,5.5486236,4.541637,4.3590236,4.865646,4.0388875,4.5144324,5.370541,5.0356655,5.6205735,5.426696,5.170625,4.295325,6.2172875,4.7506256,6.780543,5.7941513,5.2170215,5.556271
