,PC1,PC2,PC3
0,4.377552782082445,-0.9561443883773635,-0.4279014035205606
1,0.6336608334915853,-0.17278187832551115,0.5725341875723299
2,4.572238727062963,-0.7739412813955774,-0.000835028628482294
3,4.371542705792257,-0.5033691273128874,-0.07399252094625025
4,5.288967842817423,-0.6142669650815527,-0.1980783886123707
5,4.763919047242982,-0.7261080449961524,0.11067305243722474
6,6.096663825109465,-0.8251471842442082,-0.4103167429049066
7,-2.782887933298285,-0.2138502274179616,0.3495745085727032
8,2.6103360235994435,-0.6361712507240455,0.09998129900201479
9,5.091582239967023,-0.827086036033236,-0.1473593392815488
10,1.704638384291375,0.036414775082703035,0.4932492470232886
11,4.706760483315315,0.22479966253400946,-0.3008705046354687
12,3.922815584429882,-0.8039706678676005,-0.03125306128948493
13,5.062019482087788,-0.889685621014638,-0.24843424309926646
14,4.77143554159287,0.07370655302901363,-0.04916906094704733
15,4.288451004515699,-0.895159375863443,-0.34508331472430315
16,4.707515612922311,-0.0020802416877231025,-0.06733484039317064
17,-2.4422743067675414,-0.12527493106632448,0.12271035012043022
18,4.996913176115905,-0.7809708420175856,0.05383208208058034
19,4.013445071386639,-0.9215683755050428,-0.25934336808432584
20,5.334995738363832,0.2440021088548364,-0.3744785435717879
21,4.382509756840179,-0.32061761413319734,0.018943656565826663
22,5.3900977630274,-0.4881415790688605,-0.169098155707962
23,-0.861675771457327,-0.20938818132081274,0.3491493571210461
24,4.371457689872968,0.37867762849303443,-0.17345981414480938
25,4.837198988906481,-0.530846690330762,-0.07974876219673681
26,5.972331034120963,-0.6167446524560034,-0.31678714650777057
27,-1.3371836701044904,-0.09397296266991131,0.3884155554067113
28,3.473869727401837,-0.6621596201805838,0.22802773673648763
29,4.532761102494204,-0.7436340249736736,0.20049811468196896
30,4.972334166976431,0.5096799395982966,-0.4450177706785526
31,4.835178814595876,-0.8250307553508313,-0.07035994274670439
32,4.410624904861624,-1.0584880574201065,-0.05710875032068252
33,2.3903217725934423,-0.34050058410383677,0.2952609854795518
34,4.979616686141792,-0.43172205284166837,-0.13103518013652396
35,2.226697856553915,-0.07095103519644859,0.05275596262629437
36,4.650716073031129,-0.3078972150121301,-0.036484706040468336
37,-1.977368822914764,0.03617841380705503,0.2282481074589499
38,0.9940117326204183,-0.12531581319713356,0.6504993935644617
39,0.6828940203996543,-0.02954397697563019,0.3609819139661119
40,0.9005862860832156,0.11523826791292771,0.6922186918084362
41,0.8474465023987326,-0.3294514958989299,0.5235349433259077
42,3.912442843892288,0.14097649889823877,-0.03559130695721249
43,2.000375847556376,0.5217383940892085,0.3409662609582193
44,-1.2997135246010745,0.08784922356076715,0.2735548078808902
45,5.507016288796552,-0.8947268440333708,-0.2827724458038356
46,2.9449298261001506,1.542211575857416,0.1244550470236232
47,5.775040397952562,-0.5114787087850536,-0.3892482868275771
48,2.4662081963029254,0.03368545563125631,0.2820367925771504
49,4.271914790543572,1.1260567125620673,-0.118842760171523
50,5.466327720231121,-0.6414145735121498,-0.3110046053076236
51,0.4136524839003823,0.09523753739921999,0.28329418709311155
52,1.0407021447931537,0.7412748841257024,0.1908958288910441
53,2.2444837612308675,1.025870454608898,-0.013673428774346706
54,4.132366009059831,0.5458559305313995,-0.052741455886154406
55,-0.2767865962512491,-0.08248906184571571,0.4012509969071752
56,3.1140411388020293,0.962035410169822,0.2673229044353852
57,2.242125574674432,1.2841853854205534,0.12625986893905822
58,1.9513889182556434,-0.20699553142562163,0.28741868015134486
59,3.1223624286239087,-0.5222907107382981,-0.1593878699321402
60,4.9209564199938125,-0.272860440661854,-0.03217240645256397
61,1.5873710121596458,-0.5152311098363674,0.13718216006158834
62,3.9880687777886084,-0.600907560456649,0.25865803445787455
63,4.252699376373723,0.4511420361587936,-0.20381760659229167
64,2.295318522751787,-0.09942731873899313,0.5618245529121219
65,4.239332146665095,-0.6763733730329945,-0.002927755568961561
66,1.713572280355842,0.6357959711696874,0.08467006741258075
67,2.3587608465195107,-0.3474262173833119,-0.09875176738510677
68,-2.0272204329867445,0.3085612008006003,0.021272980685312352
69,0.4132400119593818,1.1681810972147715,-0.12527881768577195
70,3.700935818094302,1.144111471027343,0.03005572114276106
71,3.603463111818432,1.2945102400202506,-0.13930066929557441
72,2.737861898420304,1.182178581084718,0.24193322583503982
73,0.033165386949409015,-0.1994651181104761,0.6714047568877387
74,2.860447170071933,-0.4090217493842404,-0.07558546930839563
75,-2.5490238087806034,-0.004210310874444497,0.31857118952427144
76,0.36255436826609344,-0.042399139872058844,0.6575597063237859
77,5.063317913914884,-0.6562623084729182,-0.20077779904197218
78,1.6692536093968544,0.09722710393912064,-0.08570395865577767
79,4.592496310255544,0.21135646843547942,-0.3099766900091692
80,5.537196831697219,0.5309491089269998,-0.33000294142927616
81,-2.8923289277471325,-0.11165417758718243,0.1273220110464383
82,1.7344375522347784,-0.060567504947007994,0.6396118231256652
83,4.028036869197637,0.6434239102879257,-0.1495668263528211
84,1.120167824089386,-0.15946928700536753,0.6008377767561572
